Tempo,Estação,LAT,LONG,Movimentação,Original_473,Original_269,Zero,Maçã-Verde,Tangerina,Citrus,Açaí-Guaraná,Pêssego,TARGET
2018-10-22,Sé,-23.55,-46.6333,194843,19,49,59,40,28,31,39,28,NORMAL
2018-12-17,Sé,-23.55,-46.6333,192536,30,8,61,7,40,10,43,36,REABASTECER
2018-2-14,Vila Mariana,-23.5895,-46.6346,22250,17,8,29,39,15,7,6,38,REABASTECER
2019-4-16,Sé,-23.55,-46.6333,194855,15,10,45,9,17,21,4,7,NORMAL
2019-4-28,Sé,-23.55,-46.6333,193707,86,15,19,20,20,29,40,5,REABASTECER
2019-2-25,Higienópolis-Mackenzie,-23.5488,-46.6519,89996,60,25,29,38,19,11,43,25,NORMAL
2019-10-16,Paraíso,-23.57677,-46.63933,73543,19,26,59,29,15,34,25,21,NORMAL
2019-11-19,Higienópolis-Mackenzie,-23.5488,-46.6519,89801,58,54,7,29,33,25,11,36,REABASTECER
2018-8-18,Faria Lima,-23.5675,-46.6929,54274,67,23,53,35,38,32,29,43,NORMAL
2018-1-12,Faria Lima,-23.5675,-46.6929,54209,65,65,52,9,37,4,43,43,REABASTECER
2018-9-21,Faria Lima,-23.5675,-46.6929,54766,1,20,15,34,39,32,20,28,REABASTECER
2018-2-27,Faria Lima,-23.5675,-46.6929,52212,63,10,5,37,19,43,26,4,REABASTECER
2019-1-17,Faria Lima,-23.5675,-46.6929,52181,7,46,50,41,7,27,24,5,REABASTECER
2018-5-15,Faria Lima,-23.5675,-46.6929,52263,86,9,39,25,27,29,15,17,REABASTECER
2018-10-22,Faria Lima,-23.5675,-46.6929,51138,41,26,55,13,3,23,18,32,NORMAL
2019-2-30,Brigadeiro,-23.5683,-46.6482,49603,79,60,57,4,37,25,16,15,REABASTECER
2018-1-18,Pinheiros,-23.5664,-46.703,77669,86,38,12,39,25,43,9,31,NORMAL
2018-3-25,Pinheiros,-23.5664,-46.703,79432,29,65,12,37,13,11,31,23,NORMAL
2018-3-13,Trianon-Masp,-23.5634,-46.6544,42431,86,65,23,36,20,27,5,8,REABASTECER
2018-3-28,Trianon-Masp,-23.5634,-46.6544,43264,15,22,51,43,10,39,34,19,NORMAL
2018-8-6,Pinheiros,-23.5664,-46.703,78548,39,6,56,20,43,17,36,16,REABASTECER
2018-11-18,Trianon-Masp,-23.5634,-46.6544,44948,86,57,24,2,14,38,15,18,REABASTECER
2019-1-22,Pinheiros,-23.5664,-46.703,79038,38,16,33,8,41,3,21,18,NORMAL
2019-10-14,Pinheiros,-23.5664,-46.703,79847,26,45,33,43,40,42,16,25,NORMAL
2019-4-17,Pinheiros,-23.5664,-46.703,79934,86,7,16,19,26,25,35,38,REABASTECER
2018-1-28,Butantã,-23.5844,-46.7252,67915,66,15,65,43,11,43,30,20,NORMAL
2018-2-29,Butantã,-23.5844,-46.7252,67790,32,47,65,5,43,2,22,23,REABASTECER
2019-7-26,Pinheiros,-23.5664,-46.703,77003,60,65,52,17,10,32,16,29,NORMAL
2019-7-24,Trianon-Masp,-23.5634,-46.6544,43872,34,56,19,37,6,35,43,9,REABASTECER
2018-5-5,Butantã,-23.5844,-46.7252,65203,86,18,45,25,26,28,27,17,NORMAL
2019-8-20,Pinheiros,-23.5664,-46.703,77084,8,50,9,17,6,30,19,18,REABASTECER
2019-8-23,Trianon-Masp,-23.5634,-46.6544,44786,9,31,7,38,15,26,11,13,NORMAL
2018-3-19,Butantã,-23.5844,-46.7252,65563,2,55,48,35,43,26,26,28,REABASTECER
2018-7-1,Butantã,-23.5844,-46.7252,65466,62,65,36,13,17,15,43,37,NORMAL
2018-9-5,Consolação,-23.5581,-46.6606,112742,11,42,65,16,29,36,6,33,NORMAL
2019-9-11,Butantã,-23.5844,-46.7252,65447,79,7,12,40,26,38,27,6,NORMAL
2018-12-11,Consolação,-23.5581,-46.6606,113727,24,8,17,12,32,5,9,10,REABASTECER
2019-11-9,Butantã,-23.5844,-46.7252,66406,34,58,14,21,38,13,43,29,NORMAL
2019-2-12,Consolação,-23.5581,-46.6606,114907,56,8,53,36,33,43,11,11,REABASTECER
2019-12-16,Butantã,-23.5844,-46.7252,65630,29,28,33,25,25,35,23,33,NORMAL
2019-3-22,Butantã,-23.5844,-46.7252,65011,79,39,29,20,32,32,25,43,NORMAL
2019-7-12,Butantã,-23.5844,-46.7252,65826,55,5,42,41,15,32,5,33,NORMAL
2019-7-2,Consolação,-23.5581,-46.6606,112976,48,10,44,39,40,25,22,17,NORMAL
2019-8-29,Butantã,-23.5844,-46.7252,64001,26,63,38,29,40,35,28,14,NORMAL
2018-1-17,Fradique Coutinho,-23.5661,-46.6841,36590,23,30,15,40,21,25,15,26,NORMAL
2018-2-13,Fradique Coutinho,-23.5661,-46.6841,34824,24,65,34,34,6,12,41,14,NORMAL
2018-6-24,Tamanduateí,-23.59290,-46.5897,49520,12,57,61,10,32,41,5,38,NORMAL
2018-3-14,Tamanduateí,-23.59290,-46.5897,53046,86,30,25,37,2,30,25,5,REABASTECER
2019-3-29,Tamanduateí,-23.59290,-46.5897,50707,21,33,61,9,5,19,32,34,NORMAL
2019-5-19,Tamanduateí,-23.59290,-46.5897,49829,46,12,36,43,2,10,43,16,NORMAL
2018-10-16,Tamanduateí,-23.59290,-46.5897,50005,72,48,45,12,38,12,39,37,NORMAL
2019-1-22,São Judas,-23.6255,-46.6411,14821,45,37,65,27,21,34,15,21,NORMAL
2018-2-26,Sé,-23.55,-46.6333,194622,50,55,6,41,12,23,7,37,REABASTECER
2019-9-22,Tamanduateí,-23.59290,-46.5897,51811,61,24,22,12,17,41,29,32,NORMAL
2018-11-15,Sé,-23.55,-46.6333,194433,56,10,27,11,23,17,37,25,NORMAL
2018-1-27,Sé,-23.55,-46.6333,192240,77,49,7,43,19,9,34,24,NORMAL
2018-3-13,Sé,-23.55,-46.6333,191763,46,23,27,34,25,8,22,19,NORMAL
2018-5-27,Sé,-23.55,-46.6333,195185,43,54,56,25,31,17,32,22,NORMAL
2018-9-27,Sé,-23.55,-46.6333,192543,5,62,27,24,33,38,2,37,NORMAL
2018-11-4,Vila Mariana,-23.5895,-46.6346,21801,66,49,27,28,5,30,4,16,REABASTECER
2019-2-9,Sé,-23.55,-46.6333,195268,68,21,37,29,3,39,11,37,NORMAL
2018-4-11,Brás,-23.5451,-46.6162,73324,30,16,26,16,38,31,20,26,NORMAL
2019-7-30,Sé,-23.55,-46.6333,191577,26,58,58,26,19,27,6,16,REABASTECER
2019-8-23,Vila Mariana,-23.5895,-46.6346,21532,45,34,47,5,11,15,43,16,NORMAL
2019-12-19,Vila Mariana,-23.5895,-46.6346,21633,13,6,55,30,24,32,36,39,NORMAL
2018-3-17,Brás,-23.5451,-46.6162,70991,8,24,65,15,43,16,39,28,REABASTECER
2018-6-20,Brooklin,-23.6263,-46.6878,30056,20,65,34,15,17,9,10,16,NORMAL
2019-6-26,Brás,-23.5451,-46.6162,73068,76,41,37,43,21,8,11,20,NORMAL
2019-1-4,Brás,-23.5451,-46.6162,73462,73,48,42,8,40,13,25,32,NORMAL
2018-10-26,Brooklin,-23.6263,-46.6878,29308,86,57,57,13,36,21,11,18,NORMAL
2019-2-12,Tamanduateí,-23.59290,-46.5897,50701,65,36,65,32,13,5,9,7,REABASTECER
2019-4-26,Tamanduateí,-23.59290,-46.5897,51675,8,29,6,43,21,21,12,17,NORMAL
2019-6-25,Tamanduateí,-23.59290,-46.5897,52832,38,57,43,28,29,15,33,14,NORMAL
2018-10-27,São Judas,-23.6255,-46.6411,13808,56,25,65,17,38,20,18,27,NORMAL
2018-12-13,Tamanduateí,-23.59290,-46.5897,49962,46,47,27,12,14,5,26,26,REABASTECER
2019-11-17,Tamanduateí,-23.59290,-46.5897,51647,31,9,24,38,5,36,39,27,REABASTECER
2019-3-29,São Judas,-23.6255,-46.6411,17191,74,7,56,15,43,14,35,21,REABASTECER
2018-4-5,Sé,-23.55,-46.6333,194929,16,33,26,5,23,25,19,7,REABASTECER
2019-6-12,Tamanduateí,-23.59290,-46.5897,50812,78,65,65,19,31,21,39,19,NORMAL
2018-7-18,Sé,-23.55,-46.6333,192049,78,20,5,36,4,35,15,43,REABASTECER
2018-7-29,Vila Mariana,-23.5895,-46.6346,23270,86,24,10,30,37,12,5,7,REABASTECER
2018-9-19,Sé,-23.55,-46.6333,194684,79,46,22,8,24,28,34,23,NORMAL
2019-9-8,Sé,-23.55,-46.6333,194306,86,32,65,36,32,33,13,26,NORMAL
2019-10-20,Sé,-23.55,-46.6333,193128,3,55,27,9,5,34,17,23,NORMAL
2019-5-22,Vila Mariana,-23.5895,-46.6346,24536,54,21,18,35,32,36,25,23,NORMAL
2019-9-2,Vila Mariana,-23.5895,-46.6346,23023,35,49,57,16,15,25,8,23,NORMAL
2019-10-23,Sé,-23.55,-46.6333,192762,68,36,65,40,36,21,6,9,NORMAL
2019-10-21,Vila Mariana,-23.5895,-46.6346,21321,75,13,43,43,7,40,22,43,NORMAL
2018-10-28,Brás,-23.5451,-46.6162,70854,12,65,35,29,19,21,36,41,NORMAL
2018-11-25,Brás,-23.5451,-46.6162,73547,7,24,52,8,25,26,15,18,REABASTECER
2018-12-7,Brás,-23.5451,-46.6162,72507,65,19,36,6,19,30,5,18,REABASTECER
2018-1-15,Brooklin,-23.6263,-46.6878,26487,45,32,14,27,32,31,30,35,NORMAL
2018-4-13,Brás,-23.5451,-46.6162,73271,16,65,15,14,28,21,9,19,NORMAL
2018-5-24,Brás,-23.5451,-46.6162,71868,61,8,65,8,19,28,11,19,NORMAL
2018-6-24,Brooklin,-23.6263,-46.6878,29839,70,36,65,43,41,33,31,43,NORMAL
2019-2-1,Vila Mariana,-23.5895,-46.6346,23020,24,40,21,6,3,4,41,24,REABASTECER
2019-4-22,Sé,-23.55,-46.6333,191837,51,52,57,32,43,2,23,31,REABASTECER
2019-4-7,Vila Mariana,-23.5895,-46.6346,22698,77,35,25,25,34,43,36,26,NORMAL
2018-7-16,Brás,-23.5451,-46.6162,71318,86,58,48,25,13,8,18,8,NORMAL
2019-9-8,Sé,-23.55,-46.6333,194306,86,32,65,36,32,33,13,26,NORMAL
2019-12-28,Vila Mariana,-23.5895,-46.6346,22540,13,8,53,43,30,43,41,8,REABASTECER
2019-5-18,Brás,-23.5451,-46.6162,70911,15,37,37,36,43,31,22,39,NORMAL
2018-9-15,Brás,-23.5451,-46.6162,73566,11,50,56,29,26,38,5,14,REABASTECER
2018-9-20,Brás,-23.5451,-46.6162,71244,47,22,26,15,4,20,24,41,REABASTECER
2019-9-4,Brás,-23.5451,-46.6162,72070,23,9,16,10,35,39,39,14,REABASTECER
2019-4-6,Brás,-23.5451,-46.6162,73010,86,4,65,38,10,38,39,35,REABASTECER
2019-2-10,Brooklin,-23.6263,-46.6878,29463,11,31,42,1,37,11,12,22,REABASTECER
2018-2-25,Barra Funda,-23.5542,-46.6707,148402,64,65,27,17,29,20,29,40,NORMAL
2019-6-25,Brooklin,-23.6263,-46.6878,27430,67,3,6,4,39,14,28,23,REABASTECER
2018-7-3,Barra Funda,-23.5542,-46.6707,148268,6,21,23,9,43,15,13,38,REABASTECER
2018-9-7,Barra Funda,-23.5542,-46.6707,149042,66,20,49,24,22,41,43,38,NORMAL
2018-10-15,Barra Funda,-23.5542,-46.6707,148439,69,52,11,43,43,27,20,43,NORMAL
2019-12-17,Barra Funda,-23.5542,-46.6707,148339,86,17,23,19,38,20,43,41,NORMAL
2019-1-7,Campo Belo,-23.6188,-46.6823,26951,62,58,65,43,39,39,17,12,NORMAL
2019-5-17,Campo Belo,-23.6188,-46.6823,24356,9,1,21,43,37,27,22,20,REABASTECER
2019-6-12,Campo Belo,-23.6188,-46.6823,26274,18,60,40,5,29,36,4,14,REABASTECER
2019-12-20,Barra Funda,-23.5542,-46.6707,150441,55,59,65,8,25,12,33,31,NORMAL
2018-9-13,Tatuapé,-23.5402,-46.5765,67323,50,26,56,38,35,4,40,8,REABASTECER
2019-7-27,Campo Belo,-23.6188,-46.6823,26529,23,39,59,21,21,20,37,7,NORMAL
2018-12-23,Tatuapé,-23.5402,-46.5765,69820,37,16,57,27,17,28,16,22,NORMAL
2018-4-24,Eucaliptos,-23.61,-46.6686,21986,31,48,36,24,17,5,15,15,REABASTECER
2018-12-19,Tatuapé,-23.5402,-46.5765,69507,68,37,20,43,37,43,36,34,NORMAL
2019-1-24,Tatuapé,-23.5402,-46.5765,67207,86,6,51,15,19,11,40,33,NORMAL
2018-9-10,Eucaliptos,-23.61,-46.6686,24492,35,55,65,39,8,25,32,28,NORMAL
2019-4-27,Tatuapé,-23.5402,-46.5765,70582,12,7,18,27,21,26,33,23,REABASTECER
2018-4-28,República,-23.5436,-46.6434,109353,75,43,65,26,43,16,16,5,NORMAL
2019-3-6,Eucaliptos,-23.61,-46.6686,25343,7,46,49,23,12,5,43,25,NORMAL
2018-5-22,República,-23.5436,-46.6434,108259,10,35,22,30,32,12,14,30,REABASTECER
2018-7-25,República,-23.5436,-46.6434,108774,61,31,55,19,41,16,15,5,REABASTECER
2019-7-11,Eucaliptos,-23.61,-46.6686,22178,8,14,16,38,28,18,43,41,REABASTECER
2018-11-13,República,-23.5436,-46.6434,107184,62,65,17,37,7,22,30,34,NORMAL
2018-12-17,República,-23.5436,-46.6434,108366,66,62,38,18,27,31,9,26,NORMAL
2019-3-19,República,-23.5436,-46.6434,110053,46,20,1,24,41,35,35,6,REABASTECER
2019-4-17,República,-23.5436,-46.6434,110258,16,54,12,20,8,33,6,20,REABASTECER
2019-7-2,República,-23.5436,-46.6434,109134,50,25,65,28,23,35,41,23,NORMAL
2018-12-11,República,-23.5436,-46.6434,109425,34,34,7,39,10,10,36,10,REABASTECER
2019-8-22,República,-23.5436,-46.6434,110802,55,25,60,29,21,36,5,16,NORMAL
2018-8-18,Moema,-23.5489,-46.6388,19863,8,40,53,43,13,39,16,22,REABASTECER
2019-3-19,República,-23.5436,-46.6434,110053,46,20,1,24,41,35,35,6,REABASTECER
2019-6-12,República,-23.5436,-46.6434,108582,77,6,13,17,12,21,29,20,NORMAL
2018-3-16,Higienópolis-Mackenzie,-23.5488,-46.6519,90556,29,57,1,34,7,5,41,33,REABASTECER
2019-7-17,República,-23.5436,-46.6434,110355,75,60,26,28,43,29,23,4,NORMAL
2018-6-20,Higienópolis-Mackenzie,-23.5488,-46.6519,92094,42,58,9,7,36,30,34,39,NORMAL
2018-10-15,Higienópolis-Mackenzie,-23.5488,-46.6519,90580,4,8,65,37,19,28,13,9,NORMAL
2018-4-1,Paraíso,-23.57677,-46.63933,73748,64,44,28,19,5,43,20,35,NORMAL
2018-5-3,Higienópolis-Mackenzie,-23.5488,-46.6519,89613,66,27,22,29,25,17,39,13,NORMAL
2018-10-25,Higienópolis-Mackenzie,-23.5488,-46.6519,90519,86,13,65,17,19,3,18,16,NORMAL
2019-7-12,Higienópolis-Mackenzie,-23.5488,-46.6519,93150,86,65,65,32,12,11,11,15,NORMAL
2018-11-26,Higienópolis-Mackenzie,-23.5488,-46.6519,89776,53,61,42,13,15,43,25,31,NORMAL
2019-1-1,Paraíso,-23.57677,-46.63933,70565,75,46,65,23,43,43,33,43,NORMAL
2018-11-2,Butantã,-23.5844,-46.7252,66470,28,19,11,39,9,25,11,15,NORMAL
2019-9-5,Butantã,-23.5844,-46.7252,66248,55,35,58,13,11,22,7,31,NORMAL
2019-1-4,Consolação,-23.5581,-46.6606,112719,58,54,58,22,18,13,6,43,NORMAL
2019-12-15,Butantã,-23.5844,-46.7252,64854,40,38,37,31,29,36,29,39,NORMAL
2019-5-7,Butantã,-23.5844,-46.7252,65720,79,25,46,14,26,43,5,39,REABASTECER
2019-6-15,Butantã,-23.5844,-46.7252,66452,56,36,34,25,1,25,30,9,NORMAL
2019-7-26,Consolação,-23.5581,-46.6606,113661,63,12,25,40,23,40,43,43,NORMAL
2018-5-21,Fradique Coutinho,-23.5661,-46.6841,34820,10,15,65,3,27,40,24,32,REABASTECER
2018-8-5,Fradique Coutinho,-23.5661,-46.6841,36182,78,19,29,38,25,37,11,31,NORMAL
2018-9-23,Fradique Coutinho,-23.5661,-46.6841,34177,45,65,31,30,8,14,24,17,NORMAL
2019-12-1,Consolação,-23.5581,-46.6606,112670,39,27,10,10,22,40,8,43,NORMAL
2018-8-2,Tamanduateí,-23.59290,-46.5897,50082,36,65,55,32,39,37,5,14,NORMAL
2019-6-16,Tatuapé,-23.5402,-46.5765,69883,39,5,56,32,37,41,23,23,REABASTECER
2018-12-23,Tatuapé,-23.5402,-46.5765,69820,37,16,57,27,17,28,16,22,NORMAL
2019-5-5,Tatuapé,-23.5402,-46.5765,70862,19,15,23,43,34,43,3,31,REABASTECER
2018-2-13,República,-23.5436,-46.6434,110054,41,42,54,40,3,41,4,43,REABASTECER
2018-2-14,República,-23.5436,-46.6434,108343,28,40,48,39,43,35,43,40,NORMAL
2019-1-14,Eucaliptos,-23.61,-46.6686,25524,86,58,65,6,12,34,21,32,NORMAL
2019-11-3,Tatuapé,-23.5402,-46.5765,69670,40,9,40,6,4,32,38,3,REABASTECER
2019-12-18,Tatuapé,-23.5402,-46.5765,67741,24,40,50,32,43,25,22,39,NORMAL
2018-2-4,República,-23.5436,-46.6434,108700,46,34,44,27,34,24,43,37,NORMAL
2018-3-8,República,-23.5436,-46.6434,107074,42,21,16,5,25,9,33,31,NORMAL
2019-10-29,Eucaliptos,-23.61,-46.6686,23911,6,65,17,27,7,35,16,23,NORMAL
2019-1-4,República,-23.5436,-46.6434,108677,77,37,59,43,2,16,27,37,NORMAL
2018-8-17,República,-23.5436,-46.6434,109879,15,28,29,8,33,38,15,11,NORMAL
2019-6-14,República,-23.5436,-46.6434,108057,55,63,65,7,3,16,23,10,REABASTECER
2019-2-2,República,-23.5436,-46.6434,110070,58,60,13,36,18,15,10,16,NORMAL
2019-3-17,República,-23.5436,-46.6434,109229,62,39,21,31,1,40,43,11,NORMAL
2018-2-23,Higienópolis-Mackenzie,-23.5488,-46.6519,92186,86,1,33,11,19,38,2,40,REABASTECER
2019-9-17,Hospital São Paulo,-23.5984,-46.6455,25779,7,25,14,13,37,9,21,11,REABASTECER
2018-4-9,Higienópolis-Mackenzie,-23.5488,-46.6519,90103,54,48,57,14,43,7,23,28,NORMAL
2018-7-9,Higienópolis-Mackenzie,-23.5488,-46.6519,89941,23,12,12,25,9,8,10,7,NORMAL
2018-2-8,Paraíso,-23.57677,-46.63933,71789,73,56,4,34,11,37,33,35,REABASTECER
2018-1-25,Higienópolis-Mackenzie,-23.5488,-46.6519,89799,14,40,24,3,32,6,40,19,REABASTECER
2018-11-24,Higienópolis-Mackenzie,-23.5488,-46.6519,90595,67,4,56,16,24,12,29,39,NORMAL
2018-5-27,Higienópolis-Mackenzie,-23.5488,-46.6519,90651,2,65,33,43,11,21,35,36,REABASTECER
2019-6-29,Higienópolis-Mackenzie,-23.5488,-46.6519,89826,30,15,37,30,25,7,26,17,NORMAL
2019-11-8,Higienópolis-Mackenzie,-23.5488,-46.6519,93514,73,53,20,27,27,25,12,39,NORMAL
2019-7-18,Paraíso,-23.57677,-46.63933,71768,68,32,28,20,11,33,36,22,NORMAL
2019-7-28,Paraíso,-23.57677,-46.63933,73347,57,45,23,32,15,33,4,24,REABASTECER
2019-9-30,Paraíso,-23.57677,-46.63933,70268,86,65,49,43,28,29,43,38,NORMAL
2019-9-30,Higienópolis-Mackenzie,-23.5488,-46.6519,92608,3,17,31,7,15,6,32,24,REABASTECER
2019-10-13,Higienópolis-Mackenzie,-23.5488,-46.6519,92857,54,53,8,21,4,11,33,13,REABASTECER
2019-10-21,Higienópolis-Mackenzie,-23.5488,-46.6519,93324,65,18,13,43,12,34,43,24,NORMAL
2018-2-18,Faria Lima,-23.5675,-46.6929,54284,73,58,65,37,9,24,18,35,NORMAL
2018-4-28,Brigadeiro,-23.5683,-46.6482,49773,64,23,65,43,29,11,43,13,NORMAL
2019-1-13,Faria Lima,-23.5675,-46.6929,52403,44,4,17,15,23,37,40,20,REABASTECER
2018-6-19,Faria Lima,-23.5675,-46.6929,53840,19,12,65,35,35,43,15,11,NORMAL
2019-3-4,Faria Lima,-23.5675,-46.6929,52492,63,38,51,4,33,33,7,37,REABASTECER
2019-5-23,Faria Lima,-23.5675,-46.6929,52788,27,65,5,11,10,33,9,22,NORMAL
2019-8-3,Faria Lima,-23.5675,-46.6929,52773,29,3,28,15,23,33,43,36,REABASTECER
2018-11-30,Faria Lima,-23.5675,-46.6929,51771,25,65,60,33,24,34,41,19,NORMAL
2019-8-8,Faria Lima,-23.5675,-46.6929,54310,67,45,56,43,5,11,24,17,NORMAL
2018-2-15,Pinheiros,-23.5664,-46.703,78237,75,55,30,35,4,9,28,18,REABASTECER
2019-9-11,Faria Lima,-23.5675,-46.6929,54187,17,65,43,23,43,18,26,17,NORMAL
2019-10-13,Faria Lima,-23.5675,-46.6929,51941,45,38,26,43,1,43,21,11,REABASTECER
2018-9-11,Pinheiros,-23.5664,-46.703,78457,47,43,19,37,31,38,35,4,NORMAL
2018-11-18,Pinheiros,-23.5664,-46.703,78993,79,6,13,42,30,34,8,39,NORMAL
2019-3-29,Pinheiros,-23.5664,-46.703,76644,13,27,21,33,10,32,12,23,NORMAL
2019-8-21,Pinheiros,-23.5664,-46.703,78254,86,42,65,15,43,25,15,15,NORMAL
2018-12-4,Trianon-Masp,-23.5634,-46.6544,44374,22,33,38,37,38,36,41,38,NORMAL
2019-9-8,Pinheiros,-23.5664,-46.703,77986,16,58,17,43,14,8,35,31,NORMAL
2019-1-2,Pinheiros,-23.5664,-46.703,76555,74,14,35,31,29,10,12,18,NORMAL
2019-4-6,Pinheiros,-23.5664,-46.703,76604,36,59,37,11,22,11,29,43,NORMAL
2018-3-19,Butantã,-23.5844,-46.7252,65563,2,55,48,35,43,26,26,28,REABASTECER
2019-8-9,Trianon-Masp,-23.5634,-46.6544,44261,48,36,45,39,32,33,20,32,NORMAL
2019-9-24,Trianon-Masp,-23.5634,-46.6544,43829,48,46,59,21,12,39,4,13,REABASTECER
2018-8-8,Butantã,-23.5844,-46.7252,65905,65,52,48,12,37,30,43,23,NORMAL
2019-12-29,Pinheiros,-23.5664,-46.703,78603,2,44,20,39,23,24,19,22,NORMAL
2018-12-27,Butantã,-23.5844,-46.7252,64339,29,11,19,17,43,21,36,43,NORMAL
2018-6-7,Consolação,-23.5581,-46.6606,114734,9,65,25,3,31,3,6,40,NORMAL
2018-6-26,Consolação,-23.5581,-46.6606,113348,68,1,17,33,36,31,17,14,NORMAL
2018-3-27,Tamanduateí,-23.59290,-46.5897,50274,47,6,65,27,41,9,21,43,REABASTECER
2018-10-27,Tamanduateí,-23.59290,-46.5897,52536,55,43,36,23,34,23,38,33,NORMAL
2019-1-21,Tamanduateí,-23.59290,-46.5897,50174,24,41,7,16,43,37,43,8,REABASTECER
2019-1-26,São Judas,-23.6255,-46.6411,13970,86,9,35,18,8,22,38,5,REABASTECER
2018-4-9,Sé,-23.55,-46.6333,193521,66,65,55,37,5,11,5,34,REABASTECER
2019-6-11,Tamanduateí,-23.59290,-46.5897,51304,86,5,8,23,37,22,43,21,REABASTECER
2018-6-30,Sé,-23.55,-46.6333,192946,79,60,49,2,30,37,37,21,REABASTECER
2019-8-8,Tamanduateí,-23.59290,-46.5897,53267,50,56,56,19,43,30,28,11,NORMAL
2019-8-18,Tamanduateí,-23.59290,-46.5897,52008,47,4,56,23,38,10,31,12,REABASTECER
2019-9-27,São Judas,-23.6255,-46.6411,16720,37,48,38,16,25,16,20,23,NORMAL
2019-11-16,Tamanduateí,-23.59290,-46.5897,49496,39,14,30,41,9,36,41,29,NORMAL
2019-9-7,República,-23.5436,-46.6434,108422,86,51,18,10,3,29,33,3,NORMAL
2019-9-20,República,-23.5436,-46.6434,110825,54,45,58,43,33,28,25,33,NORMAL
2018-6-30,Higienópolis-Mackenzie,-23.5488,-46.6519,90253,33,65,8,10,39,42,40,38,NORMAL
2019-11-14,República,-23.5436,-46.6434,107174,55,56,27,34,39,32,28,22,NORMAL
2018-8-9,Higienópolis-Mackenzie,-23.5488,-46.6519,91434,59,5,11,26,22,4,21,12,REABASTECER
2018-3-22,Paraíso,-23.57677,-46.63933,73277,67,36,12,43,6,35,12,25,NORMAL
2018-2-22,Faria Lima,-23.5675,-46.6929,52947,33,37,41,21,40,19,43,23,NORMAL
2019-10-3,Higienópolis-Mackenzie,-23.5488,-46.6519,90194,71,55,8,5,5,39,23,10,REABASTECER
2018-8-10,Faria Lima,-23.5675,-46.6929,53929,56,53,35,21,30,21,16,30,NORMAL
2018-2-14,Faria Lima,-23.5675,-46.6929,53866,31,25,27,9,23,39,36,8,NORMAL
2018-6-28,Faria Lima,-23.5675,-46.6929,54748,31,33,65,8,39,21,19,22,NORMAL
2018-7-21,Brigadeiro,-23.5683,-46.6482,47055,29,36,12,14,18,36,7,23,NORMAL
2018-8-11,Faria Lima,-23.5675,-46.6929,51583,44,45,31,21,25,16,11,28,NORMAL
2019-8-21,Faria Lima,-23.5675,-46.6929,54746,41,37,39,38,32,2,17,11,REABASTECER
2018-12-27,Faria Lima,-23.5675,-46.6929,51336,28,44,65,32,43,43,13,43,NORMAL
2018-1-29,Pinheiros,-23.5664,-46.703,76922,53,21,65,39,21,17,7,33,NORMAL
2018-2-17,Pinheiros,-23.5664,-46.703,78644,56,37,18,28,40,43,19,7,NORMAL
2019-6-16,Faria Lima,-23.5675,-46.6929,51713,51,17,31,25,17,7,5,18,NORMAL
2019-6-19,Faria Lima,-23.5675,-46.6929,52609,21,65,8,17,6,37,38,4,REABASTECER
2019-11-6,Faria Lima,-23.5675,-46.6929,51564,14,34,6,18,43,22,22,5,REABASTECER
2019-12-1,Faria Lima,-23.5675,-46.6929,52631,56,65,24,20,23,27,37,32,NORMAL
2018-6-17,Pinheiros,-23.5664,-46.703,79780,20,37,41,15,13,43,20,43,NORMAL
2018-10-7,Pinheiros,-23.5664,-46.703,78254,43,65,44,43,27,29,24,34,NORMAL
2018-11-11,Trianon-Masp,-23.5634,-46.6544,42414,65,32,13,20,41,15,36,6,NORMAL
2019-9-11,Pinheiros,-23.5664,-46.703,77016,76,41,65,36,2,41,21,22,NORMAL
2019-9-19,Pinheiros,-23.5664,-46.703,78806,3,54,16,11,16,19,35,31,REABASTECER
2018-1-1,Butantã,-23.5844,-46.7252,67249,86,65,65,43,43,43,43,43,NORMAL
2018-2-7,Butantã,-23.5844,-46.7252,67682,77,41,10,23,12,43,40,22,NORMAL
2018-2-19,Butantã,-23.5844,-46.7252,65083,53,41,59,26,37,43,31,21,NORMAL
2019-11-17,Pinheiros,-23.5664,-46.703,79722,76,24,1,35,23,26,23,38,REABASTECER
2018-9-29,Butantã,-23.5844,-46.7252,64300,17,35,57,21,7,6,43,41,NORMAL
2018-3-5,Consolação,-23.5581,-46.6606,111660,58,61,15,32,4,18,20,19,NORMAL
2019-5-4,Butantã,-23.5844,-46.7252,64415,17,44,8,23,34,11,19,10,NORMAL
2018-8-4,Consolação,-23.5581,-46.6606,115270,50,29,16,25,21,3,37,36,REABASTECER
2018-10-30,Consolação,-23.5581,-46.6606,113980,64,50,17,22,28,37,40,33,NORMAL
2018-11-25,Butantã,-23.5844,-46.7252,67685,77,58,40,6,43,36,38,19,REABASTECER
2018-12-5,Consolação,-23.5581,-46.6606,113273,86,48,61,33,12,24,30,29,NORMAL
2019-4-8,Butantã,-23.5844,-46.7252,67661,6,9,45,15,7,33,3,20,REABASTECER
2018-2-20,Fradique Coutinho,-23.5661,-46.6841,33573,44,20,51,11,14,34,15,29,NORMAL
2019-6-9,Consolação,-23.5581,-46.6606,113909,25,2,4,33,5,19,30,20,NORMAL
2019-7-18,Butantã,-23.5844,-46.7252,67394,86,39,65,17,38,5,25,1,REABASTECER
